City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
407,Walvis Bay,NA,2022-02-01 01:06:08,-22.9575,14.5053,69.1,84,100,7.29
408,Vila Velha,BR,2022-02-01 01:02:07,-20.3297,-40.2925,79.52,83,100,7.78
409,Colares,PT,2022-02-01 01:06:08,38.7992,-9.4469,52.9,67,0,7.0
410,Forbes,AU,2022-02-01 01:06:09,-33.3833,148.0167,78.28,64,100,6.06
411,Akonolinga,CM,2022-02-01 01:06:09,3.7667,12.25,63.41,40,99,2.59
412,Catamarca,AR,2022-02-01 01:05:07,-28.4696,-65.7852,75.65,52,22,11.5
413,Kavieng,PG,2022-02-01 01:06:10,-2.5744,150.7967,80.56,81,92,11.14
414,Rawson,AR,2022-02-01 01:06:11,-43.3002,-65.1023,73.2,25,0,18.12
415,Moose Factory,CA,2022-02-01 01:06:11,51.2585,-80.6094,1.17,89,80,7.99
416,Arona,ES,2022-02-01 01:06:12,28.0996,-16.681,62.56,47,0,1.99
417,Castro,BR,2022-02-01 01:02:03,-24.7911,-50.0119,63.0,92,0,3.62
418,Severo-Kurilsk,RU,2022-02-01 01:06:12,50.6789,156.125,29.25,73,100,22.7
419,Oyama,JP,2022-02-01 01:06:13,36.3,139.8,44.89,33,4,2.84
420,Galle,LK,2022-02-01 01:06:13,6.0367,80.217,74.14,89,44,5.5
421,Cairns,AU,2022-02-01 01:06:14,-16.9167,145.7667,90.1,70,40,6.91
422,Rocha,UY,2022-02-01 01:06:14,-34.4833,-54.3333,59.22,64,0,5.12
423,Pevek,RU,2022-02-01 00:54:48,69.7008,170.3133,-17.23,97,67,0.98
424,Kisangani,CD,2022-02-01 01:06:15,0.5167,25.2,73.11,80,100,4.05
425,Port-Gentil,GA,2022-02-01 01:06:15,-0.7193,8.7815,80.96,78,79,7.56
426,Aswan,EG,2022-02-01 01:04:27,24.0934,32.907,51.44,56,0,7.96
427,Harper,LR,2022-02-01 01:06:16,4.375,-7.7169,78.71,84,90,4.54
428,Kuminskiy,RU,2022-02-01 01:06:16,58.6667,66.5667,-5.98,100,59,2.66
429,Beringovskiy,RU,2022-02-01 01:06:17,63.05,179.3167,9.43,92,100,19.69
430,Imbituba,BR,2022-02-01 01:02:00,-28.24,-48.6703,72.63,90,7,2.04
431,Corrente,BR,2022-02-01 01:06:17,-3.7367,-43.3394,75.96,81,100,3.18
432,Bunia,CD,2022-02-01 01:06:18,1.5667,30.25,66.45,50,100,0.69
433,Vilyuysk,RU,2022-02-01 01:06:18,63.7553,121.6247,-33.52,100,95,3.18
434,Faanui,PF,2022-02-01 01:06:18,-16.4833,-151.75,81.16,72,5,19.48
435,Cabedelo,BR,2022-02-01 01:06:19,-6.9811,-34.8339,77.67,77,25,9.71
436,Ajdabiya,LY,2022-02-01 01:06:19,30.7554,20.2263,51.84,72,0,11.36
437,Pawayan,IN,2022-02-01 01:06:20,28.0667,80.1,48.85,84,0,5.19
438,Sorong,ID,2022-02-01 01:06:20,-0.8833,131.25,82.24,70,100,13.91
439,Ravar,IR,2022-02-01 01:06:20,31.2656,56.8055,47.55,35,0,2.8
440,Guasdualito,VE,2022-02-01 01:06:21,7.2424,-70.7324,80.49,34,18,3.04
441,Davenda,RU,2022-02-01 01:06:21,53.5556,119.317,-5.44,85,100,4.25
442,Nanakuli,US,2022-02-01 01:06:22,21.3906,-158.1547,78.75,57,0,10.36
443,Venice,US,2022-02-01 01:05:45,27.0998,-82.4543,56.98,76,0,6.91
444,El Tigre,VE,2022-02-01 01:06:22,8.8875,-64.2454,77.99,61,100,12.19
445,Oussouye,SN,2022-02-01 01:06:23,12.485,-16.5469,72.64,72,100,11.7
446,Graaff-Reinet,ZA,2022-02-01 01:06:23,-32.2522,24.5308,68.92,93,100,2.15
447,Stratford,US,2022-02-01 01:06:01,41.1845,-73.1332,25.11,69,0,3.44
448,Paamiut,GL,2022-02-01 01:06:24,61.994,-49.6678,20.41,76,100,14.29
449,Krasnoselkup,RU,2022-02-01 01:06:24,65.7,82.4667,7.93,95,100,8.52
450,Kassala,SD,2022-02-01 01:06:24,15.451,36.4,65.98,22,6,7.38
451,Richards Bay,ZA,2022-02-01 01:05:52,-28.783,32.0377,73.83,82,16,9.64
452,Pangnirtung,CA,2022-02-01 01:06:25,66.1451,-65.7125,-30.23,95,98,3.98
453,Gazli,UZ,2022-02-01 00:56:33,40.1333,63.45,37.13,71,0,10.29
454,Baijiantan,CN,2022-02-01 01:06:26,45.6333,85.1833,0.93,95,93,3.04
455,Ustka,PL,2022-02-01 01:05:38,54.5805,16.8619,33.67,63,100,10.38
456,Haapiti,PF,2022-02-01 01:06:26,-17.5667,-149.8667,83.93,74,9,19.91
457,Praya,CV,2022-02-01 01:05:34,14.9215,-23.5087,70.34,88,100,12.66
458,Kaitangata,NZ,2022-02-01 01:06:27,-46.2817,169.8464,70.93,74,100,7.16
459,Mount Isa,AU,2022-02-01 01:06:27,-20.7333,139.5,87.57,62,40,14.97
460,Sahibganj,IN,2022-02-01 01:06:28,25.25,87.65,55.56,69,0,2.46
461,Kenai,US,2022-02-01 01:06:28,60.5544,-151.2583,17.02,89,0,9.22
462,Oliveira Do Hospital,PT,2022-02-01 01:06:28,40.3618,-7.8601,45.23,56,0,6.93
463,Shache,CN,2022-02-01 01:06:30,38.4167,77.2406,29.71,41,82,1.39
464,Auki,SB,2022-02-01 01:06:30,-8.7676,160.7034,86.74,64,88,2.91
465,Kavaratti,IN,2022-02-01 01:06:31,10.5669,72.642,80.44,72,5,9.93
466,Santa Marta,CO,2022-02-01 01:06:31,11.2408,-74.199,81.9,65,5,17.0
467,Golden,US,2022-02-01 01:06:32,39.7555,-105.2211,49.69,13,20,13.8
468,Omsukchan,RU,2022-02-01 01:06:32,62.5333,155.8,-3.66,96,100,8.3
469,Amboasary,MG,2022-02-01 01:06:32,-25.0333,46.3833,68.2,90,5,4.09
470,Urubicha,BO,2022-02-01 01:06:33,-15.3833,-62.95,71.37,99,100,3.56
471,Marzuq,YE,2022-02-01 01:06:33,14.4,46.4667,58.98,64,64,5.37
472,Russell,US,2022-02-01 01:06:34,32.3502,-85.1999,53.2,64,1,1.41
473,Bardiyah,LY,2022-02-01 01:06:34,31.7561,25.0865,53.87,74,23,13.0
474,Yar-Sale,RU,2022-02-01 01:06:35,66.8333,70.8333,-16.71,100,40,5.79
475,Conde,BR,2022-02-01 01:06:35,-7.2597,-34.9075,76.46,94,20,4.61
476,Otukpo,NG,2022-02-01 01:06:35,7.1913,8.1329,70.77,19,55,2.8
477,Klaksvik,FO,2022-02-01 01:06:36,62.2266,-6.589,45.52,81,100,40.33
478,Trairi,BR,2022-02-01 01:06:36,-3.2778,-39.2689,78.13,78,29,8.81
479,Kamensk-Uralskiy,RU,2022-02-01 01:06:37,56.4185,61.9329,4.68,99,100,4.99
480,Karratha,AU,2022-02-01 00:56:41,-20.7377,116.8463,89.19,58,100,2.19
481,Mehamn,NO,2022-02-01 01:03:10,71.0357,27.8492,18.81,91,64,7.7
482,Jizan,SA,2022-02-01 01:06:37,17.3333,42.6667,76.59,78,5,5.68
483,Nalut,LY,2022-02-01 01:06:38,30.3333,10.85,45.7,38,87,10.49
484,Kysyl-Syr,RU,2022-02-01 01:06:38,63.8986,122.7617,-30.37,99,53,4.05
485,Menongue,AO,2022-02-01 01:06:39,-14.6585,17.691,61.99,61,100,5.93
486,Kroya,ID,2022-02-01 01:06:39,-7.6331,109.2461,82.2,79,100,2.91
487,Saint-Louis,SN,2022-02-01 01:06:39,16.3333,-15.0,82.15,11,99,10.29
488,Grand Gaube,MU,2022-02-01 00:56:47,-20.0064,57.6608,79.38,69,100,7.0
489,Senanga,ZM,2022-02-01 01:06:40,-16.1167,23.2667,66.85,85,100,4.81
490,Beloha,MG,2022-02-01 01:06:40,-25.1667,45.05,70.79,84,53,10.0
491,Ramhormoz,IR,2022-02-01 01:06:41,31.28,49.6035,56.1,86,100,11.01
492,Coahuayana,MX,2022-02-01 01:06:41,18.7333,-103.6833,81.88,79,0,2.62
493,Iskateley,RU,2022-02-01 01:06:41,67.6803,53.1512,9.59,96,100,6.85
494,Fare,PF,2022-02-01 01:06:42,-16.7,-151.0167,81.25,71,6,20.42
495,Ngunguru,NZ,2022-02-01 01:06:42,-35.6167,174.5,73.17,76,97,16.89
496,Kleinmachnow,DE,2022-02-01 01:06:43,52.4,13.2333,37.02,91,20,3.0
497,Bundaberg,AU,2022-02-01 01:04:10,-24.85,152.35,89.89,64,75,3.0
498,Puerto Madryn,AR,2022-02-01 01:06:44,-42.7692,-65.0385,68.72,35,0,18.63
499,El Tocuyo,VE,2022-02-01 01:06:44,9.7873,-69.7937,69.87,52,0,2.24
500,Palmer,US,2022-02-01 01:06:44,42.1584,-72.3287,17.82,69,8,1.99
501,Nago,JP,2022-02-01 01:06:45,26.5881,127.9761,65.25,63,100,6.31
502,Nisia Floresta,BR,2022-02-01 01:06:45,-6.0911,-35.2086,77.81,83,33,6.6
503,Zhuhai,CN,2022-02-01 01:06:46,22.2769,113.5678,58.69,87,40,19.57
504,Ericeira,PT,2022-02-01 01:06:46,38.9627,-9.4156,52.9,97,0,7.23
505,Sukhobuzimskoye,RU,2022-02-01 01:06:47,56.5,93.2728,-11.31,100,19,2.62
506,Datong,CN,2022-02-01 01:06:47,40.0936,113.2914,11.73,56,0,1.14
507,Aracati,BR,2022-02-01 01:03:27,-4.5617,-37.7697,80.65,75,53,12.01
508,Mananjary,MG,2022-02-01 01:06:49,-21.2167,48.3333,74.75,85,79,4.65
509,Urumqi,CN,2022-02-01 01:06:49,43.801,87.6005,-3.05,85,75,2.24
510,Semenivka,UA,2022-02-01 01:06:50,52.1783,32.5818,25.86,96,100,12.97
511,Phek,IN,2022-02-01 01:06:50,25.6667,94.5,35.69,97,18,2.04
512,Piranshahr,IR,2022-02-01 01:06:50,36.701,45.1413,20.86,77,100,3.06
513,Korsakov,RU,2022-02-01 01:06:51,46.6328,142.7813,19.24,71,53,18.84
514,Waipawa,NZ,2022-02-01 01:06:51,-41.4122,175.5153,75.83,53,100,8.12
515,Caninde,BR,2022-02-01 01:03:35,-4.3589,-39.3117,75.33,79,7,1.14
516,Ljungby,SE,2022-02-01 01:06:52,56.8332,13.9408,27.79,71,82,4.63
517,Ihosy,MG,2022-02-01 01:06:52,-22.4,46.1167,65.77,86,74,9.1
518,Seoul,KR,2022-02-01 00:53:40,37.5683,126.9778,31.39,75,75,5.75
519,Wukari,NG,2022-02-01 01:06:53,7.85,9.7833,68.13,24,10,5.37
520,Meulaboh,ID,2022-02-01 01:06:53,4.1363,96.1285,77.4,85,8,3.83
521,Iqaluit,CA,2022-02-01 01:06:54,63.7506,-68.5145,-29.31,66,99,1.99
522,Klyuchi,RU,2022-02-01 01:06:54,52.2667,79.1667,5.2,97,63,6.96
523,Cascais,PT,2022-02-01 01:06:21,38.6979,-9.4215,53.06,67,0,7.0
524,Juneau,US,2022-02-01 01:06:55,58.3019,-134.4197,26.65,79,20,8.05
525,Ratnagiri,IN,2022-02-01 01:06:55,16.9833,73.3,68.92,59,0,4.32
526,Khandbari,NP,2022-02-01 01:06:56,27.3747,87.2039,47.1,83,98,3.33
527,Grootfontein,NA,2022-02-01 01:06:56,-19.5667,18.1167,64.27,96,100,14.18
528,Filadelfia,US,2022-02-01 01:06:29,39.9523,-75.1638,28.51,66,40,6.91
529,Fereydunshahr,IR,2022-02-01 01:06:57,32.941,50.121,23.74,97,100,2.53
530,Brasilia,BR,2022-02-01 01:06:51,-15.7797,-47.9297,67.12,88,0,3.44
531,Mont-De-Marsan,FR,2022-02-01 01:06:57,44.0,-0.6667,46.2,100,100,3.44
532,Tommot,RU,2022-02-01 01:06:58,58.9564,126.2925,-5.85,96,100,6.42
533,Nizhniy Baskunchak,RU,2022-02-01 01:06:58,48.2198,46.8311,30.79,92,100,10.22
534,Sheregesh,RU,2022-02-01 01:06:58,52.9209,87.9869,13.21,97,100,1.01
535,Vung Tau,VN,2022-02-01 01:06:59,10.346,107.0843,79.0,78,9,20.51
536,Port Augusta,AU,2022-02-01 00:55:48,-32.5,137.7667,76.71,62,100,20.38
537,Padang,ID,2022-02-01 01:06:59,-0.9492,100.3543,78.94,86,100,1.83
538,Yumen,CN,2022-02-01 01:07:00,40.2833,97.2,14.16,31,53,5.48
539,Honningsvag,NO,2022-02-01 01:07:00,70.9821,25.9704,28.69,75,100,11.65
540,Vengerovo,RU,2022-02-01 01:07:00,55.6848,76.7471,18.1,95,100,11.01
541,Collie,AU,2022-02-01 01:07:01,-33.3667,116.15,64.98,43,0,14.29
542,Peterhead,GB,2022-02-01 00:58:01,57.5058,-1.7981,50.56,87,100,18.48
543,Mapiripan,CO,2022-02-01 01:07:01,2.8892,-72.1256,80.49,34,100,5.06
544,Alihe,CN,2022-02-01 01:07:02,50.5667,123.7167,3.34,82,100,3.13
545,Napasar,IN,2022-02-01 01:07:02,27.9667,73.55,62.76,34,0,5.97
546,Port Lavaca,US,2022-02-01 01:07:03,28.615,-96.6261,61.99,94,100,8.05
547,Ossora,RU,2022-02-01 01:07:03,59.2353,163.0719,20.34,94,100,13.13
548,Berlevag,NO,2022-02-01 01:07:03,70.8578,29.0864,22.37,75,50,8.05
549,Aasiaat,GL,2022-02-01 01:03:12,68.7098,-52.8699,7.2,80,100,11.48
550,La Palma,US,2022-02-01 01:07:04,33.8464,-118.0467,66.76,70,0,3.0
551,Colombia,CU,2022-02-01 01:07:04,20.9881,-77.4297,68.72,67,98,13.27
552,Ottawa,CA,2022-02-01 01:07:05,45.4112,-75.6981,11.52,99,60,3.58
553,Skjervoy,NO,2022-02-01 01:07:05,70.0311,20.9714,30.99,61,100,9.78
554,Husavik,IS,2022-02-01 01:07:06,66.0449,-17.3389,21.16,92,100,17.2
555,San Isidro,PE,2022-02-01 01:07:07,-12.1167,-77.05,75.02,73,0,11.5
556,Batticaloa,LK,2022-02-01 01:07:08,7.7102,81.6924,78.04,67,25,6.8
557,Tautira,PF,2022-02-01 01:07:08,-17.7333,-149.15,84.22,78,24,19.28
558,Kuusamo,FI,2022-02-01 01:07:08,65.9667,29.1833,-5.76,84,100,3.44
559,Gangarampur,IN,2022-02-01 01:07:09,25.4,88.5167,57.22,58,1,1.07
560,North Battleford,CA,2022-02-01 01:07:09,52.7834,-108.2847,1.49,78,100,25.32
561,Brainerd,US,2022-02-01 01:07:10,46.358,-94.2008,25.05,68,75,6.91
562,Bradford,GB,2022-02-01 01:02:23,53.7939,-1.7521,47.14,67,100,20.45
563,San Quintin,MX,2022-02-01 01:07:10,30.4833,-115.95,59.81,68,100,11.9
564,Gilgit,PK,2022-02-01 01:07:11,35.9221,74.3087,26.83,79,84,2.8
565,Mikhaylovka,RU,2022-02-01 01:07:11,50.06,43.2379,34.79,87,100,16.64
566,Vanimo,PG,2022-02-01 01:07:11,-2.6741,141.3028,82.85,66,98,6.53
567,Margate,GB,2022-02-01 01:07:12,51.3813,1.3862,43.75,83,86,1.99
568,Killybegs,IE,2022-02-01 01:07:12,54.6333,-8.45,49.44,95,100,26.31
569,Shieli,KZ,2022-02-01 01:07:13,44.1667,66.75,24.22,81,5,4.92
570,Sackville,CA,2022-02-01 01:07:13,45.9188,-64.3846,1.85,92,12,5.12
571,Camacha,PT,2022-02-01 01:07:14,33.0833,-16.3333,62.53,82,20,23.02
572,Belaya Gora,RU,2022-02-01 01:07:14,68.5333,146.4167,-14.33,94,100,2.13
573,Jiazi,CN,2022-02-01 01:07:14,22.8779,116.067,52.88,89,100,11.41
574,Rodrigues Alves,BR,2022-02-01 00:57:59,-7.738,-72.6509,73.78,87,53,1.52
575,Alofi,NU,2022-02-01 01:07:15,-19.0595,-169.9187,79.05,69,86,6.46
576,Sandakan,MY,2022-02-01 01:07:15,5.8402,118.1179,79.48,80,95,3.51
577,Toora-Khem,RU,2022-02-01 01:07:16,52.4675,96.11,-26.75,100,91,1.12
578,Monrovia,LR,2022-02-01 01:07:16,6.3005,-10.7969,74.97,88,32,4.54
579,Maningrida,AU,2022-02-01 01:07:17,-12.0667,134.2667,83.01,79,89,18.03
580,Tondano,ID,2022-02-01 01:07:17,1.3038,124.9112,75.29,70,100,3.42
581,Arkhangelsk,RU,2022-02-01 01:07:18,64.5401,40.5433,15.91,92,40,6.71
582,Mongu,ZM,2022-02-01 01:07:18,-15.2484,23.1274,66.96,87,100,8.37
583,Yunyang,CN,2022-02-01 01:07:18,33.4474,112.7142,34.52,44,1,6.6
584,Rio Bueno,CL,2022-02-01 01:07:19,-40.3167,-72.9667,60.94,65,73,3.11
585,Wamba,NG,2022-02-01 01:07:19,8.9333,8.6,65.79,20,71,4.07
586,Copiapo,CL,2022-02-01 01:07:20,-27.3667,-70.3333,67.96,59,38,3.8
587,Lata,PT,2022-02-01 01:07:20,40.1629,-8.3327,49.05,57,0,5.46
588,Tiarei,PF,2022-02-01 01:07:20,-17.5333,-149.3333,84.22,78,15,20.13
589,Itoman,JP,2022-02-01 01:07:21,26.1247,127.6694,65.17,57,40,8.05
590,Ivanivka,UA,2022-02-01 01:07:21,46.7208,34.553,30.27,86,97,5.95
591,Muli,MV,2022-02-01 01:07:22,2.9167,73.5667,81.99,78,18,12.46
592,Napier,NZ,2022-02-01 01:07:22,-39.4833,176.9167,79.25,72,100,8.99
593,Inirida,CO,2022-02-01 01:07:22,3.8653,-67.9239,77.7,58,100,2.19
594,Maryville,US,2022-02-01 01:07:23,35.7565,-83.9705,43.11,54,40,0.0
595,Sao Filipe,CV,2022-02-01 01:07:23,14.8961,-24.4956,75.56,65,100,10.49
596,North Port,US,2022-02-01 01:04:47,27.0442,-82.2359,58.98,64,4,5.5
597,Champerico,GT,2022-02-01 01:07:24,14.3,-91.9167,81.36,70,4,4.52
598,Dese,ET,2022-02-01 01:07:24,11.1333,39.6333,50.56,43,95,1.32
599,Crisan,RO,2022-02-01 01:07:25,44.9667,29.4667,30.79,73,100,7.54
600,Laharpur,IN,2022-02-01 01:07:26,27.7167,80.9,49.98,81,0,6.04
601,Taksimo,RU,2022-02-01 01:02:51,56.3444,114.8794,-19.79,93,80,1.45
602,Sitka,US,2022-02-01 01:07:27,57.0531,-135.33,35.49,80,75,0.0
603,Shizukuishi,JP,2022-02-01 01:07:27,39.6833,140.9833,23.77,73,23,3.11
604,Penzance,GB,2022-02-01 01:07:28,50.1186,-5.5371,49.77,87,55,23.2
605,Balkanabat,TM,2022-02-01 01:07:28,39.5108,54.3671,46.9,36,3,5.3
606,Belyy Yar,RU,2022-02-01 01:07:28,53.6039,91.3903,-22.11,82,20,2.24
607,Gualeguay,AR,2022-02-01 01:07:29,-33.1416,-59.3097,65.16,45,6,8.23
608,Fairhope,US,2022-02-01 01:07:29,30.523,-87.9033,57.74,65,0,6.91
609,Placerville,US,2022-02-01 01:07:30,38.7296,-120.7986,54.32,61,0,3.44
610,Kattivakkam,IN,2022-02-01 01:07:30,13.2167,80.3167,76.06,87,86,0.76
